"","Year","Vessel.Type"
"1911",2012,"Other"
"1912",2012,"TANKER"
"1913",2012,"TANKER"
"1914",2012,"Other"
"1915",2011,"CONTAINER SHIP"
"1916",2011,"CONTAINER SHIP"
"1917",2011,"MERCHANT"
"1918",2011,"FISHING"
"1919",2011,"FISHING"
"1920",2011,"TANKER"
"1921",2011,"TANKER"
"1922",2011,"FISHING"
"1923",2011,"TANKER"
"1924",2011,"CARGO"
"1925",2011,"Other"
"1926",2011,"MERCHANT"
"1927",2011,"FISHING"
"1928",2011,"CONTAINER SHIP"
"1929",2011,"MERCHANT"
"1930",2011,"FISHING"
"1931",2011,"FISHING"
"1932",2011,"BULK CARRIER"
"1933",2011,"CONTAINER SHIP"
"1934",2011,"MERCHANT"
"1935",2011,"Other"
"1936",2011,"MERCHANT"
"1937",2011,"CONTAINER SHIP"
"1938",2011,"MERCHANT"
"1939",2011,"CARGO"
"1940",2011,"CARGO"
"1941",2011,"CONTAINER SHIP"
"1942",2011,"CARGO"
"1943",2011,"MERCHANT"
"1944",2011,"MERCHANT"
"1945",2011,"CARGO"
"1946",2011,"FISHING"
"1947",2011,"Other"
"1948",2011,"TANKER"
"1949",2011,"Other"
"1950",2011,"TANKER"
"1951",2011,"TANKER"
"1952",2011,"BULK CARRIER"
"1953",2011,"Other"
"1954",2011,"TANKER"
"1955",2011,"CONTAINER SHIP"
"1956",2011,"Other"
"1957",2011,"FISHING"
"1958",2011,"CONTAINER SHIP"
"1959",2011,"MERCHANT"
"1960",2011,"MERCHANT"
"1961",2010,"FISHING"
"1962",2010,"FISHING"
"1963",2010,"BULK CARRIER"
"1964",2010,"TANKER"
"1965",2010,"BULK CARRIER"
"1966",2010,"BULK CARRIER"
"1967",2010,"MERCHANT"
"1968",2010,"TANKER"
"1969",2010,"MERCHANT"
"1970",2010,"MERCHANT"
"1971",2010,"CONTAINER SHIP"
"1972",2010,"MERCHANT"
"1973",2010,"MERCHANT"
"1974",2010,"MERCHANT"
"1975",2010,"BULK CARRIER"
"1976",2010,"CARGO"
"1977",2010,"MERCHANT"
"1978",2010,"CONTAINER SHIP"
"1979",2010,"MERCHANT"
"1980",2010,"FISHING"
"1981",2010,"BULK CARRIER"
"1982",2010,"BULK CARRIER"
"1983",2010,"MERCHANT"
"1984",2010,"MERCHANT"
"1985",2010,"FISHING"
"1986",2010,"Other"
"1987",2010,"Other"
"1988",2010,"TANKER"
"1989",2010,"TANKER"
"1990",2010,"MERCHANT"
"1991",2010,"Other"
"1992",2010,"Other"
"1993",2010,"TANKER"
"1994",2010,"MERCHANT"
"1995",2010,"MERCHANT"
"1996",2010,"MERCHANT"
"1997",2010,"BULK CARRIER"
"1998",2010,"MERCHANT"
"1999",2010,"TANKER"
"2000",2010,"MERCHANT"
"2001",2010,"MERCHANT"
"2002",2010,"FISHING"
"2003",2010,"CONTAINER SHIP"
"2004",2010,"TANKER"
"2005",2010,"MERCHANT"
"2006",2010,"MERCHANT"
"2007",2010,"TANKER"
"2008",2010,"TANKER"
"2009",2010,"Other"
"2010",2010,"MERCHANT"
"2011",2010,"TANKER"
"2012",2010,"MERCHANT"
"2013",2010,"MERCHANT"
"2014",2010,"FISHING"
"2015",2010,"MERCHANT"
"2016",2010,"MERCHANT"
"2017",2010,"MERCHANT"
"2018",2010,"MERCHANT"
"2019",2010,"MERCHANT"
"2020",2010,"MERCHANT"
"2021",2010,"FISHING"
"2022",2010,"BULK CARRIER"
"2023",2010,"BULK CARRIER"
"2024",2010,"TANKER"
"2025",2010,"TANKER"
"2026",2010,"MERCHANT"
"2027",2010,"MERCHANT"
"2028",2010,"MERCHANT"
"2029",2010,"MERCHANT"
"2030",2010,"MERCHANT"
"2031",2010,"MERCHANT"
"2032",2010,"Other"
"2033",2010,"CONTAINER SHIP"
"2034",2010,"MERCHANT"
"2035",2010,"TANKER"
"2036",2010,"MERCHANT"
"2037",2010,"MERCHANT"
"2038",2010,"CONTAINER SHIP"
"2039",2010,"MERCHANT"
"2040",2010,"MERCHANT"
"2041",2010,"MERCHANT"
"2042",2010,"MERCHANT"
"2043",2010,"MERCHANT"
"2044",2010,"MERCHANT"
"2045",2010,"MERCHANT"
"2046",2010,"MERCHANT"
"2047",2010,"MERCHANT"
"2048",2010,"MERCHANT"
"2049",2010,"MERCHANT"
"2050",2010,"CARGO"
"2051",2010,"BULK CARRIER"
"2052",2010,"MERCHANT"
"2053",2010,"CONTAINER SHIP"
"2054",2010,"CONTAINER SHIP"
"2055",2010,"TANKER"
"2056",2010,"TANKER"
"2057",2010,"CARGO"
"2058",2010,"TANKER"
"2059",2010,"MERCHANT"
"2060",2010,"MERCHANT"
"2061",2010,"MERCHANT"
"2062",2010,"MERCHANT"
"2063",2010,"CONTAINER SHIP"
"2064",2010,"MERCHANT"
"2065",2010,"MERCHANT"
"2066",2010,"MERCHANT"
"2067",2010,"Other"
"2068",2010,"FISHING"
"2069",2010,"MERCHANT"
"2070",2010,"FISHING"
"2071",2010,"MERCHANT"
"2072",2010,"FISHING"
"2073",2010,"FISHING"
"2074",2010,"FISHING"
"2075",2010,"FISHING"
"2076",2010,"TANKER"
"2077",2010,"FISHING"
"2078",2010,"Other"
"2079",2009,"BULK CARRIER"
"2080",2009,"BULK CARRIER"
"2081",2009,"Other"
"2082",2009,"Other"
"2083",2009,"Other"
"2084",2009,"Other"
"2085",2009,"CONTAINER SHIP"
"2086",2009,"MERCHANT"
"2087",2009,"TANKER"
"2088",2009,"BULK CARRIER"
"2089",2009,"MERCHANT"
"2090",2009,"TANKER"
"2091",2009,"MERCHANT"
"2092",2009,"MERCHANT"
"2093",2009,"BULK CARRIER"
"2094",2009,"CONTAINER SHIP"
"2095",2009,"CONTAINER SHIP"
"2096",2009,"TANKER"
"2097",2009,"BULK CARRIER"
"2098",2009,"BULK CARRIER"
"2099",2009,"BULK CARRIER"
"2100",2009,"BULK CARRIER"
"2101",2009,"MERCHANT"
"2102",2009,"TANKER"
"2103",2009,"FISHING"
"2104",2009,"FISHING"
"2105",2009,"FISHING"
"2106",2009,"FISHING"
"2107",2009,"CONTAINER SHIP"
"2108",2009,"SS/USS"
"2109",2009,"MERCHANT"
"2110",2009,"BULK CARRIER"
"2111",2009,"BULK CARRIER"
"2112",2009,"CONTAINER SHIP"
"2113",2009,"FISHING"
"2114",2009,"Other"
"2115",2009,"CARGO"
"2116",2009,"FISHING"
"2117",2009,"CARGO"
"2118",2009,"MERCHANT"
"2119",2009,"TANKER"
"2120",2009,"TANKER"
"2121",2009,"CONTAINER SHIP"
"2122",2009,"Other"
"2123",2009,"TANKER"
"2124",2009,"MOTOR"
"2125",2009,"BULK CARRIER"
"2126",2009,"TANKER"
"2127",2009,"CARGO"
"2128",2009,"CARGO"
"2129",2009,"MERCHANT"
"2130",2009,"MERCHANT"
"2131",2009,"BULK CARRIER"
"2132",2009,"MOTOR"
"2133",2009,"CONTAINER SHIP"
"2134",2009,"CONTAINER SHIP"
"2135",2009,"CONTAINER SHIP"
"2136",2009,"MOTOR"
"2137",2009,"MERCHANT"
"2138",2009,"MOTOR"
"2139",2009,"SS/USS"
"2140",2009,"SS/USS"
"2141",2009,"TANKER"
"2142",2009,"TANKER"
"2143",2009,"MOTOR"
"2144",2009,"BULK CARRIER"
"2145",2009,"CARGO"
"2146",2009,"CONTAINER SHIP"
"2147",2009,"BULK CARRIER"
"2148",2009,"CONTAINER SHIP"
"2149",2009,"CONTAINER SHIP"
"2150",2009,"CONTAINER SHIP"
"2151",2009,"MERCHANT"
"2152",2009,"CONTAINER SHIP"
"2153",2009,"FISHING"
"2154",2009,"Other"
"2155",2009,"YACHT"
"2156",2009,"SS/USS"
"2157",2009,"YACHT"
"2158",2009,"CONTAINER SHIP"
"2159",2009,"CONTAINER SHIP"
"2160",2009,"SS/USS"
"2161",2009,"TANKER"
"2162",2009,"Other"
"2163",2009,"TANKER"
"2164",2009,"BULK CARRIER"
"2165",2009,"TANKER"
"2166",2009,"CARGO"
"2167",2009,"Other"
"2168",2009,"BULK CARRIER"
"2169",2009,"CONTAINER SHIP"
"2170",2009,"Other"
"2171",2009,"CARGO"
"2172",2009,"CARGO"
"2173",2009,"SS/USS"
"2174",2009,"SS/USS"
"2175",2009,"MERCHANT"
"2176",2009,"TRAWLER"
"2177",2009,"FISHING"
"2178",2009,"CONTAINER SHIP"
"2179",2009,"CONTAINER SHIP"
"2180",2009,"CONTAINER SHIP"
"2181",2009,"FISHING"
"2182",2009,"FISHING"
"2183",2008,"Other"
"2184",2008,"SS/USS"
"2185",2008,"CONTAINER SHIP"
"2186",2008,"FISHING"
"2187",2008,"CONTAINER SHIP"
"2188",2008,"Other"
"2189",2008,"CONTAINER SHIP"
"2190",2008,"BULK CARRIER"
"2191",2008,"CARGO"
"2192",2008,"CARGO"
"2193",2008,"CONTAINER SHIP"
"2194",2008,"Other"
"2195",2008,"BULK CARRIER"
"2196",2008,"CARGO"
"2197",2008,"CONTAINER SHIP"
"2198",2008,"TANKER"
"2199",2008,"BULK CARRIER"
"2200",2008,"TANKER"
"2201",2008,"FISHING"
"2202",2008,"FISHING"
"2203",2008,"CONTAINER SHIP"
"2204",2008,"CONTAINER SHIP"
"2205",2008,"CONTAINER SHIP"
"2206",2008,"CARGO"
"2207",2008,"CONTAINER SHIP"
"2208",2008,"Other"
"2209",2008,"CARGO"
"2210",2008,"CARGO"
"2211",2008,"CARGO"
"2212",2008,"TANKER"
"2213",2008,"TANKER"
"2214",2008,"CONTAINER SHIP"
"2215",2008,"CONTAINER SHIP"
"2216",2008,"FISHING"
"2217",2008,"CONTAINER SHIP"
"2218",2008,"Other"
"2219",2008,"CONTAINER SHIP"
"2220",2008,"CONTAINER SHIP"
"2221",2008,"TANKER"
"2222",2008,"CONTAINER SHIP"
"2223",2008,"CARGO"
"2224",2008,"TANKER"
"2225",2007,"CONTAINER SHIP"
"2226",2007,"CONTAINER SHIP"
"2227",2007,"CONTAINER SHIP"
"2228",2007,"CARGO"
"2229",2007,"CONTAINER SHIP"
"2230",2007,"CONTAINER SHIP"
"2231",2007,"CONTAINER SHIP"
"2232",2007,"CARGO"
"2233",2007,"Other"
"2234",2007,"BULK CARRIER"
"2235",2007,"Other"
"2236",2007,"CARGO"
"2237",2007,"Other"
"2238",2007,"Other"
"2239",2007,"MERCHANT"
"2240",2007,"MERCHANT"
"2241",2007,"MERCHANT"
"2242",2007,"MERCHANT"
"2243",2007,"MERCHANT"
"2244",2007,"MERCHANT"
"2245",2007,"MERCHANT"
"2246",2007,"MERCHANT"
"2247",2007,"Other"
"2248",2007,"MERCHANT"
"2249",2007,"MERCHANT"
"2250",2007,"MERCHANT"
"2251",2007,"MERCHANT"
"2252",2007,"MERCHANT"
"2253",2007,"MERCHANT"
"2254",2007,"MERCHANT"
"2255",2007,"MERCHANT"
"2256",2007,"MERCHANT"
"2257",2007,"MERCHANT"
"2258",2007,"MERCHANT"
"2259",2007,"MERCHANT"
"2260",2007,"MERCHANT"
"2261",2007,"Other"
"2262",2007,"FISHING"
"2263",2007,"MERCHANT"
"2264",2007,"MERCHANT"
"2265",2007,"MERCHANT"
"2266",2007,"MERCHANT"
"2267",2007,"MERCHANT"
"2268",2007,"MERCHANT"
"2269",2007,"MERCHANT"
"2270",2007,"MERCHANT"
"2271",2007,"MERCHANT"
"2272",2007,"MERCHANT"
"2273",2007,"MERCHANT"
"2274",2007,"MERCHANT"
"2275",2007,"MERCHANT"
"2276",2007,"Other"
"2277",2007,"MERCHANT"
"2278",2007,"MERCHANT"
"2279",2007,"MERCHANT"
"2280",2006,"MERCHANT"
"2281",2006,"MERCHANT"
"2282",2006,"MERCHANT"
"2283",2006,"MERCHANT"
"2284",2006,"MERCHANT"
"2285",2006,"MERCHANT"
"2286",2006,"MERCHANT"
"2287",2006,"MERCHANT"
"2288",2006,"MERCHANT"
"2289",2006,"MERCHANT"
"2290",2006,"MERCHANT"
"2291",2006,"MERCHANT"
"2292",2006,"MERCHANT"
"2293",2006,"MERCHANT"
"2294",2006,"MERCHANT"
"2295",2006,"MERCHANT"
"2296",2006,"FISHING"
"2297",2006,"MERCHANT"
"2298",2006,"MERCHANT"
"2299",2006,"MERCHANT"
"2300",2006,"MERCHANT"
"2301",2006,"MERCHANT"
"2302",2006,"MERCHANT"
"2303",2006,"MERCHANT"
"2304",2006,"MERCHANT"
"2305",2006,"MERCHANT"
"2306",2005,"MERCHANT"
"2307",2005,"MERCHANT"
"2308",2005,"MERCHANT"
"2309",2005,"MERCHANT"
"2310",2005,"MERCHANT"
"2311",2005,"MERCHANT"
"2312",2005,"MERCHANT"
"2313",2005,"MERCHANT"
"2314",2005,"MERCHANT"
"2315",2005,"SS/USS"
"2316",2005,"MERCHANT"
"2317",2005,"MERCHANT"
"2318",2005,"MERCHANT"
"2319",2005,"MERCHANT"
"2320",2005,"MERCHANT"
"2321",2005,"MERCHANT"
"2322",2005,"MERCHANT"
"2323",2005,"MERCHANT"
"2324",2005,"MERCHANT"
"2325",2005,"MERCHANT"
"2326",2005,"MERCHANT"
"2327",2005,"FISHING"
"2328",2005,"FISHING"
"2329",2005,"FISHING"
"2330",2005,"MERCHANT"
"2331",2005,"Other"
"2332",2005,"MERCHANT"
"2333",2005,"MERCHANT"
"2334",2005,"MERCHANT"
"2335",2005,"MERCHANT"
"2336",2005,"MERCHANT"
"2337",2005,"MERCHANT"
"2338",2005,"MERCHANT"
"2339",2005,"MERCHANT"
"2340",2005,"MERCHANT"
"2341",2005,"MERCHANT"
"2342",2005,"MERCHANT"
"2343",2005,"MERCHANT"
"2344",2005,"MERCHANT"
"2345",2005,"MERCHANT"
"2346",2005,"MERCHANT"
"2347",2005,"MERCHANT"
"2348",2005,"MERCHANT"
"2349",2005,"MERCHANT"
"2350",2005,"MERCHANT"
"2351",2005,"MERCHANT"
"2352",2005,"MERCHANT"
"2353",2005,"MERCHANT"
"2354",2005,"MERCHANT"
"2355",2004,"MERCHANT"
"2356",2004,"MERCHANT"
"2357",2004,"MERCHANT"
"2358",2004,"MERCHANT"
"2359",2004,"YACHT"
"2360",2004,"MERCHANT"
"2361",2004,"MERCHANT"
"2362",2004,"FISHING"
"2363",2003,"MERCHANT"
"2364",2003,"MERCHANT"
"2365",2003,"MERCHANT"
"2366",2003,"MERCHANT"
"2367",2003,"MERCHANT"
"2368",2003,"MERCHANT"
"2369",2003,"MERCHANT"
"2370",2003,"MERCHANT"
"2371",2003,"MERCHANT"
"2372",2002,"MERCHANT"
"2373",2002,"MERCHANT"
"2374",2002,"MERCHANT"
"2375",2002,"MERCHANT"
"2376",2002,"MERCHANT"
"2377",2002,"MERCHANT"
"2378",2002,"MERCHANT"
"2379",2002,"MERCHANT"
"2380",2002,"MERCHANT"
"2381",2002,"MERCHANT"
"2382",2002,"MERCHANT"
"2383",2002,"MERCHANT"
"2384",2001,"MERCHANT"
"2385",2001,"MERCHANT"
"2386",2001,"MERCHANT"
"2387",2001,"MERCHANT"
"2388",2001,"MERCHANT"
"2389",2001,"Other"
"2390",2001,"MERCHANT"
"2391",2001,"MERCHANT"
"2392",2001,"Other"
"2393",2001,"MERCHANT"
"2394",2001,"MERCHANT"
"2395",2001,"MERCHANT"
"2396",2001,"MERCHANT"
"2397",2001,"MERCHANT"
"2398",2000,"MERCHANT"
"2399",2000,"MERCHANT"
"2400",2000,"MERCHANT"
"2401",2000,"MERCHANT"
"2402",2000,"MERCHANT"
"2403",2000,"MERCHANT"
"2404",2000,"SS/USS"
"2405",2000,"SS/USS"
"2406",2000,"Other"
"2407",2000,"MERCHANT"
"2408",2000,"MERCHANT"
"2409",1999,"CONTAINER SHIP"
"2410",1999,"Other"
"2411",1999,"Other"
"2412",1999,"Other"
"2413",1999,"Other"
"2414",1998,"Other"
"2415",1998,"Other"
"2416",1998,"Other"
"2417",1998,"Other"
"2418",1998,"Other"
"2419",1998,"Other"
"2420",1997,"MERCHANT"
"2421",1997,"MERCHANT"
"2422",1997,"MERCHANT"
"2423",1997,"MERCHANT"
"2424",1997,"MERCHANT"
"2425",1997,"MERCHANT"
"2426",1996,"MERCHANT"
"2427",1996,"MERCHANT"
"2428",1995,"MERCHANT"
"2429",1995,"Other"
"2430",1995,"Other"
"2431",1995,"Other"
"2432",1995,"MERCHANT"
"2433",1995,"MERCHANT"
"2434",1995,"MERCHANT"
"2435",1994,"MERCHANT"
"2436",1994,"FISHING"
"2437",1994,"MERCHANT"
"2438",1994,"MERCHANT"
"2439",1994,"MERCHANT"
"2440",1994,"MERCHANT"
"2441",1994,"MERCHANT"
"2442",1994,"MERCHANT"
"2443",1994,"MERCHANT"
"2444",1993,"MERCHANT"
"2445",1993,"FISHING"
"2446",1992,"MERCHANT"
"2447",1991,"Other"
"2448",1991,"MERCHANT"
"2449",1990,"Other"
"2450",1989,"Other"
"2451",1989,"Other"
"2452",2013,"TANKER"
"2453",2013,"TANKER"
"2454",2013,"CONTAINER SHIP"
"2455",2013,"TANKER"
"2456",2013,"BULK CARRIER"
"2457",2013,"MERCHANT"
"2458",2013,"MERCHANT"
"2459",2013,"MERCHANT"
"2460",2013,"SS/USS"
"2461",2013,"TANKER"
"2462",2013,"MERCHANT"
"2463",2013,"Other"
"2464",2013,"MERCHANT"
"2465",2013,"CONTAINER SHIP"
"2466",2013,"TANKER"
"2467",2013,"BULK CARRIER"
"2468",2013,"TANKER"
"2469",2013,"TANKER"
"2470",2013,"CARGO"
"2471",2013,"MERCHANT"
"2472",2013,"MERCHANT"
"2473",2013,"TANKER"
"2474",2013,"FISHING"
"2475",2013,"TANKER"
"2476",2013,"TANKER"
"2477",2013,"TANKER"
"2478",2013,"Other"
"2479",2013,"MERCHANT"
"2480",2013,"CARGO"
"2481",2013,"TANKER"
"2482",2013,"TANKER"
"2483",2012,"MERCHANT"
"2484",2012,"CARGO"
"2485",2012,"TANKER"
"2486",2012,"TANKER"
"2487",2012,"MERCHANT"
"2488",2012,"TANKER"
"2489",2012,"TANKER"
"2490",2012,"TANKER"
"2491",2012,"TANKER"
"2492",2012,"MERCHANT"
"2493",2012,"FISHING"
"2494",2012,"CONTAINER SHIP"
"2495",2012,"Other"
"2496",2012,"BULK CARRIER"
"2497",2012,"BULK CARRIER"
"2498",2012,"TANKER"
"2499",2012,"MERCHANT"
"2500",2012,"Other"
"2501",2012,"BULK CARRIER"
"2502",2012,"MERCHANT"
"2503",2012,"TANKER"
"2504",2012,"TANKER"
"2505",2012,"MERCHANT"
"2506",2012,"SS/USS"
"2507",2012,"MERCHANT"
"2508",2012,"MERCHANT"
"2509",2012,"CARGO"
"2510",2012,"TANKER"
"2511",2012,"TANKER"
"2512",2012,"TANKER"
"2513",2012,"MERCHANT"
"2514",2012,"MERCHANT"
"2515",2012,"MERCHANT"
"2516",2012,"BULK CARRIER"
"2517",2012,"MERCHANT"
"2518",2012,"TANKER"
"2519",2012,"FISHING"
"2520",2012,"CARGO"
"2521",2012,"BULK CARRIER"
"2522",2012,"BULK CARRIER"
"2523",2012,"BULK CARRIER"
"2524",2012,"MERCHANT"
"2525",2012,"MERCHANT"
"2526",2012,"MERCHANT"
"2527",2012,"TANKER"
"2528",2012,"MERCHANT"
"2529",2012,"CARGO"
"2530",2012,"TANKER"
"2531",2012,"CONTAINER SHIP"
"2532",2012,"CONTAINER SHIP"
"2533",2012,"MERCHANT"
"2534",2012,"TANKER"
"2535",2012,"TANKER"
"2536",2012,"MERCHANT"
"2537",2012,"TANKER"
"2538",2012,"MERCHANT"
"2539",2012,"TANKER"
"2540",2012,"MERCHANT"
"2541",2012,"BULK CARRIER"
"2542",2012,"CONTAINER SHIP"
"2543",2012,"CONTAINER SHIP"
"2544",2012,"TANKER"
"2545",2012,"MERCHANT"
"2546",2012,"TANKER"
"2547",2012,"CONTAINER SHIP"
"2548",2012,"MERCHANT"
"2549",2012,"BULK CARRIER"
"2550",2012,"BULK CARRIER"
"2551",2012,"TANKER"
"2552",2012,"CARGO"
"2553",2012,"BULK CARRIER"
"2554",2012,"Other"
"2555",2012,"MERCHANT"
"2556",2012,"TANKER"
"2557",2012,"Other"
"2558",2012,"MERCHANT"
"2559",2012,"TANKER"
"2560",2012,"TANKER"
"2561",2012,"BULK CARRIER"
"2562",2012,"BULK CARRIER"
"2563",2012,"MERCHANT"
"2564",2012,"BULK CARRIER"
"2565",2012,"BULK CARRIER"
"2566",2012,"TANKER"
"2567",2011,"TANKER"
"2568",2011,"MERCHANT"
"2569",2011,"TANKER"
"2570",2011,"BULK CARRIER"
"2571",2011,"BULK CARRIER"
"2572",2011,"BULK CARRIER"
"2573",2011,"BULK CARRIER"
"2574",2011,"TANKER"
"2575",2011,"BULK CARRIER"
"2576",2011,"MERCHANT"
"2577",2011,"TANKER"
"2578",2011,"TANKER"
"2579",2011,"MERCHANT"
"2580",2011,"CARGO"
"2581",2011,"MERCHANT"
"2582",2011,"MERCHANT"
"2583",2011,"CARGO"
"2584",2011,"BULK CARRIER"
"2585",2011,"MERCHANT"
"2586",2011,"TANKER"
"2587",2011,"CONTAINER SHIP"
"2588",2011,"TANKER"
"2589",2011,"TANKER"
"2590",2011,"TANKER"
"2591",2011,"CARGO"
"2592",2011,"MERCHANT"
"2593",2011,"BULK CARRIER"
"2594",2011,"MERCHANT"
"2595",2011,"MERCHANT"
"2596",2011,"TANKER"
"2597",2011,"TANKER"
"2598",2011,"TANKER"
"2599",2011,"BULK CARRIER"
"2600",2011,"CONTAINER SHIP"
"2601",2011,"TANKER"
"2602",2011,"TANKER"
"2603",2011,"BULK CARRIER"
"2604",2011,"BULK CARRIER"
"2605",2011,"TANKER"
"2606",2011,"MERCHANT"
"2607",2011,"CARGO"
"2608",2011,"BULK CARRIER"
"2609",2011,"CONTAINER SHIP"
"2610",2011,"TANKER"
"2611",2011,"CONTAINER SHIP"
"2612",2011,"MERCHANT"
"2613",2011,"MERCHANT"
"2614",2011,"TANKER"
"2615",2011,"MERCHANT"
"2616",2011,"TANKER"
"2617",2011,"TANKER"
"2618",2011,"BULK CARRIER"
"2619",2011,"TANKER"
"2620",2011,"TANKER"
"2621",2011,"YACHT"
"2622",2011,"MERCHANT"
"2623",2011,"TANKER"
"2624",2011,"MERCHANT"
"2625",2011,"BULK CARRIER"
"2626",2011,"TANKER"
"2627",2011,"CARGO"
"2628",2011,"TANKER"
"2629",2011,"TANKER"
"2630",2011,"TANKER"
"2631",2011,"BULK CARRIER"
"2632",2011,"BULK CARRIER"
"2633",2011,"BULK CARRIER"
"2634",2011,"BULK CARRIER"
"2635",2011,"MERCHANT"
"2636",2011,"MERCHANT"
"2637",2011,"MERCHANT"
"2638",2011,"CONTAINER SHIP"
"2639",2011,"MERCHANT"
"2640",2011,"TANKER"
"2641",2011,"BULK CARRIER"
"2642",2011,"CONTAINER SHIP"
"2643",2011,"MERCHANT"
"2644",2011,"TANKER"
"2645",2011,"CONTAINER SHIP"
"2646",2011,"TANKER"
"2647",2011,"CARGO"
"2648",2011,"CONTAINER SHIP"
"2649",2011,"TANKER"
"2650",2011,"BULK CARRIER"
"2651",2011,"CONTAINER SHIP"
"2652",2011,"TANKER"
"2653",2011,"CARGO"
"2654",2011,"BULK CARRIER"
"2655",2011,"CARGO"
"2656",2011,"TANKER"
"2657",2011,"BULK CARRIER"
"2658",2011,"CONTAINER SHIP"
"2659",2011,"MERCHANT"
"2660",2011,"MERCHANT"
"2661",2011,"MERCHANT"
"2662",2011,"BULK CARRIER"
"2663",2011,"TANKER"
"2664",2011,"SS/USS"
"2665",2011,"TANKER"
"2666",2011,"MERCHANT"
"2667",2011,"MERCHANT"
"2668",2011,"CARGO"
"2669",2011,"MERCHANT"
"2670",2011,"TANKER"
"2671",2011,"BULK CARRIER"
"2672",2011,"TANKER"
"2673",2011,"TANKER"
"2674",2011,"TANKER"
"2675",2011,"TANKER"
"2676",2011,"TANKER"
"2677",2011,"BULK CARRIER"
"2678",2011,"BULK CARRIER"
"2679",2011,"TANKER"
"2680",2011,"CARGO"
"2681",2011,"TANKER"
"2682",2011,"TANKER"
"2683",2011,"MERCHANT"
"2684",2011,"BULK CARRIER"
"2685",2011,"TANKER"
"2686",2011,"CARGO"
"2687",2011,"BULK CARRIER"
"2688",2011,"BULK CARRIER"
"2689",2011,"BULK CARRIER"
"2690",2011,"BULK CARRIER"
"2691",2011,"CONTAINER SHIP"
"2692",2011,"CONTAINER SHIP"
"2693",2011,"YACHT"
"2694",2011,"MERCHANT"
"2695",2011,"YACHT"
"2696",2011,"FISHING"
"2697",2011,"BULK CARRIER"
"2698",2011,"MERCHANT"
"2699",2011,"MERCHANT"
"2700",2011,"TANKER"
"2701",2011,"TANKER"
"2702",2011,"BULK CARRIER"
"2703",2011,"TANKER"
"2704",2011,"BULK CARRIER"
"2705",2011,"TANKER"
"2706",2011,"BULK CARRIER"
"2707",2011,"BULK CARRIER"
"2708",2011,"MERCHANT"
"2709",2011,"CONTAINER SHIP"
"2710",2011,"TANKER"
"2711",2011,"TANKER"
"2712",2011,"MERCHANT"
"2713",2011,"TANKER"
"2714",2011,"CARGO"
"2715",2011,"TANKER"
"2716",2011,"MERCHANT"
"2717",2011,"Other"
"2718",2011,"MERCHANT"
"2719",2011,"MERCHANT"
"2720",2011,"Other"
"2721",2011,"TANKER"
"2722",2011,"BULK CARRIER"
"2723",2011,"Other"
"2724",2011,"MERCHANT"
"2725",2011,"BULK CARRIER"
"2726",2011,"TANKER"
"2727",2011,"TANKER"
"2728",2011,"MERCHANT"
"2729",2011,"BULK CARRIER"
"2730",2011,"Other"
"2731",2011,"MERCHANT"
"2732",2011,"MERCHANT"
"2733",2011,"MERCHANT"
"2734",2011,"TANKER"
"2735",2011,"CARGO"
"2736",2011,"TANKER"
"2737",2011,"BULK CARRIER"
"2738",2010,"CARGO"
"2739",2010,"TANKER"
"2740",2010,"MERCHANT"
"2741",2010,"CARGO"
"2742",2010,"MERCHANT"
"2743",2010,"TANKER"
"2744",2010,"TANKER"
"2745",2010,"MERCHANT"
"2746",2010,"BULK CARRIER"
"2747",2010,"TANKER"
"2748",2010,"BULK CARRIER"
"2749",2010,"MERCHANT"
"2750",2010,"MERCHANT"
"2751",2010,"TANKER"
"2752",2010,"MERCHANT"
"2753",2010,"MERCHANT"
"2754",2010,"BULK CARRIER"
"2755",2010,"MERCHANT"
"2756",2010,"MERCHANT"
"2757",2010,"TANKER"
"2758",2010,"MERCHANT"
"2759",2010,"MERCHANT"
"2760",2010,"BULK CARRIER"
"2761",2010,"TANKER"
"2762",2010,"MERCHANT"
"2763",2010,"CONTAINER SHIP"
"2764",2010,"MERCHANT"
"2765",2010,"Other"
"2766",2010,"MERCHANT"
"2767",2010,"TANKER"
"2768",2010,"MERCHANT"
"2769",2010,"FISHING"
"2770",2010,"BULK CARRIER"
"2771",2010,"TANKER"
"2772",2010,"Other"
"2773",2010,"MERCHANT"
"2774",2010,"CONTAINER SHIP"
"2775",2010,"MERCHANT"
"2776",2010,"MERCHANT"
"2777",2010,"MERCHANT"
"2778",2010,"MERCHANT"
"2779",2010,"MERCHANT"
"2780",2010,"TANKER"
"2781",2010,"TANKER"
"2782",2010,"CARGO"
"2783",2010,"MERCHANT"
"2784",2010,"MERCHANT"
"2785",2010,"CONTAINER SHIP"
"2786",2010,"CONTAINER SHIP"
"2787",2010,"TANKER"
"2788",2010,"TANKER"
"2789",2010,"MERCHANT"
"2790",2010,"Other"
"2791",2010,"CARGO"
"2792",2010,"MERCHANT"
"2793",2010,"CARGO"
"2794",2010,"CARGO"
"2795",2010,"CONTAINER SHIP"
"2796",2010,"CARGO"
"2797",2010,"CARGO"
"2798",2010,"CARGO"
"2799",2010,"BULK CARRIER"
"2800",2010,"MERCHANT"
"2801",2010,"MERCHANT"
"2802",2010,"MERCHANT"
"2803",2010,"MERCHANT"
