"","Year","Vessel.Type"
"963",2012,"CONTAINER SHIP"
"964",2011,"Other"
"965",2011,"CARGO"
"966",2009,"SS/USS"
"967",2009,"CONTAINER SHIP"
"968",2009,"CONTAINER SHIP"
"969",2009,"CONTAINER SHIP"
"970",2008,"Other"
"971",2008,"YACHT"
"972",2008,"YACHT"
"973",2004,"MERCHANT"
"974",2003,"MERCHANT"
"975",2000,"Other"
"976",2000,"Other"
"977",2000,"Other"
"978",1999,"Other"
"979",1995,"FISHING"
"980",2007,"MERCHANT"
"981",2002,"MERCHANT"
"982",2009,"MERCHANT"
"983",2001,"Other"
"984",1999,"Other"
"985",1998,"Other"
"986",2009,"CARGO"
"987",2000,"Other"
"988",2013,"CARGO"
"989",2013,"CONTAINER SHIP"
"990",2013,"SS/USS"
"991",2013,"CARGO"
"992",2013,"CARGO"
"993",2012,"CARGO"
"994",2012,"CARGO"
"995",2012,"CARGO"
"996",2012,"BULK CARRIER"
"997",2012,"CONTAINER SHIP"
"998",2011,"CARGO"
"999",2011,"CARGO"
"1000",2011,"Other"
"1001",2011,"BULK CARRIER"
"1002",2011,"CARGO"
"1003",2011,"CONTAINER SHIP"
"1004",2010,"BULK CARRIER"
"1005",2010,"CARGO"
"1006",2010,"CONTAINER SHIP"
"1007",2010,"Other"
"1008",2010,"MERCHANT"
"1009",2010,"TANKER"
"1010",2010,"SS/USS"
"1011",2009,"TANKER"
"1012",2009,"SS/USS"
"1013",2009,"BULK CARRIER"
"1014",2009,"CARGO"
"1015",2009,"TANKER"
"1016",2009,"TANKER"
"1017",2009,"CARGO"
"1018",2008,"Other"
"1019",2008,"CONTAINER SHIP"
"1020",2008,"CONTAINER SHIP"
"1021",2007,"TANKER"
"1022",2007,"TANKER"
"1023",2007,"MERCHANT"
"1024",2007,"FISHING"
"1025",2007,"MERCHANT"
"1026",2007,"MERCHANT"
"1027",2007,"MERCHANT"
"1028",2006,"MERCHANT"
"1029",2006,"Other"
"1030",2006,"Other"
"1031",2006,"MERCHANT"
"1032",2006,"MERCHANT"
"1033",2006,"MERCHANT"
"1034",2006,"MERCHANT"
"1035",2006,"MERCHANT"
"1036",2005,"MERCHANT"
"1037",2005,"MERCHANT"
"1038",2005,"MERCHANT"
"1039",2004,"MERCHANT"
"1040",2004,"MERCHANT"
"1041",2004,"MERCHANT"
"1042",2004,"MERCHANT"
"1043",2004,"MERCHANT"
"1044",2004,"MERCHANT"
"1045",2004,"MERCHANT"
"1046",2004,"CARGO"
"1047",2004,"MERCHANT"
"1048",2004,"MERCHANT"
"1049",2004,"MERCHANT"
"1050",2004,"MERCHANT"
"1051",2003,"MERCHANT"
"1052",2003,"MERCHANT"
"1053",2003,"MERCHANT"
"1054",2003,"MERCHANT"
"1055",2003,"MERCHANT"
"1056",2003,"CONTAINER SHIP"
"1057",2003,"MERCHANT"
"1058",2003,"MERCHANT"
"1059",2003,"MERCHANT"
"1060",2003,"MERCHANT"
"1061",2002,"MERCHANT"
"1062",2002,"MERCHANT"
"1063",2002,"MERCHANT"
"1064",2002,"MERCHANT"
"1065",2002,"MERCHANT"
"1066",2002,"MERCHANT"
"1067",2002,"MERCHANT"
"1068",2002,"MERCHANT"
"1069",2001,"MERCHANT"
"1070",2001,"MERCHANT"
"1071",2001,"SS/USS"
"1072",2001,"MERCHANT"
"1073",2001,"MERCHANT"
"1074",2001,"MERCHANT"
"1075",2001,"Other"
"1076",2001,"Other"
"1077",2001,"MERCHANT"
"1078",2001,"SS/USS"
"1079",2000,"Other"
"1080",2000,"Other"
"1081",2000,"MERCHANT"
"1082",2000,"MERCHANT"
"1083",2000,"Other"
"1084",2000,"MERCHANT"
"1085",2000,"Other"
"1086",2000,"Other"
"1087",1999,"SS/USS"
"1088",1999,"MERCHANT"
"1089",1999,"Other"
"1090",1999,"Other"
"1091",1999,"Other"
"1092",1999,"Other"
"1093",1999,"Other"
"1094",1999,"Other"
"1095",1999,"Other"
"1096",1999,"Other"
"1097",1999,"Other"
"1098",1999,"Other"
"1099",1998,"Other"
"1100",1997,"Other"
"1101",1997,"Other"
"1102",1997,"MERCHANT"
"1103",1997,"MERCHANT"
"1104",1996,"MERCHANT"
"1105",1996,"MERCHANT"
"1106",1996,"MERCHANT"
"1107",1995,"Other"
"1108",1991,"Other"
"1109",1990,"Other"
"1110",1989,"SS/USS"
"1111",1987,"MERCHANT"
"1112",1987,"MERCHANT"
"1113",1987,"MERCHANT"
"1114",1987,"Other"
"1115",1987,"Other"
"1116",1987,"FISHING"
"1117",1986,"Other"
"1118",1986,"Other"
"1119",1986,"Other"
"1120",1986,"Other"
"1121",1986,"Other"
"1122",1986,"Other"
"1123",1986,"Other"
"1124",1985,"Other"
"1125",1984,"CARGO"
"1126",1980,"Other"
"1127",2012,"BULK CARRIER"
"1128",2000,"MERCHANT"
"1129",1999,"Other"
"1130",1998,"SS/USS"
"1131",1994,"Other"
"1132",1991,"TRAWLER"
"1133",1991,"SS/USS"
"1134",1986,"MERCHANT"
"1135",2013,"BULK CARRIER"
"1136",2009,"YACHT"
"1137",2008,"YACHT"
"1138",2007,"FISHING"
"1139",2005,"Other"
"1140",2000,"Other"
"1141",1997,"Other"
"1142",1997,"MERCHANT"
"1143",1996,"MERCHANT"
"1144",1992,"YACHT"
"1145",1988,"Other"
"1146",1986,"Other"
"1147",2003,"MERCHANT"
"1148",2003,"MERCHANT"
"1149",2000,"MERCHANT"
"1150",2000,"Other"
"1151",2000,"Other"
"1152",1999,"MERCHANT"
"1153",1997,"Other"
"1154",1992,"Other"
"1155",1988,"Other"
"1156",1988,"Other"
"1157",1987,"Other"
"1158",1986,"SS/USS"
"1159",2006,"MERCHANT"
"1160",2003,"MERCHANT"
"1161",2002,"MERCHANT"
"1162",2002,"MERCHANT"
"1163",1997,"MERCHANT"
"1164",1996,"Other"
"1165",1996,"MERCHANT"
"1166",2013,"MERCHANT"
"1167",2013,"CONTAINER SHIP"
"1168",2013,"Other"
"1169",2013,"BULK CARRIER"
"1170",2013,"TANKER"
"1171",2013,"TANKER"
"1172",2013,"Other"
"1173",2013,"CONTAINER SHIP"
"1174",2013,"SS/USS"
"1175",2012,"BULK CARRIER"
"1176",2012,"BULK CARRIER"
"1177",2012,"BULK CARRIER"
"1178",2012,"BULK CARRIER"
"1179",2012,"BULK CARRIER"
"1180",2011,"BULK CARRIER"
"1181",2011,"CONTAINER SHIP"
"1182",2010,"Other"
"1183",2010,"TANKER"
"1184",2007,"MERCHANT"
"1185",2007,"MERCHANT"
"1186",2001,"MERCHANT"
"1187",2000,"Other"
"1188",1998,"Other"
"1189",1996,"Other"
"1190",1994,"Other"
"1191",1989,"Other"
"1192",1989,"Other"
"1193",1989,"Other"
"1194",1987,"MERCHANT"
"1195",1985,"Other"
"1196",1980,"Other"
"1197",2013,"TANKER"
"1198",2013,"TANKER"
"1199",2013,"TANKER"
"1200",2013,"TANKER"
"1201",2013,"Other"
"1202",2013,"TANKER"
"1203",2013,"TANKER"
"1204",2013,"BULK CARRIER"
"1205",2013,"TANKER"
"1206",2013,"Other"
"1207",2013,"TANKER"
"1208",2013,"BULK CARRIER"
"1209",2013,"TANKER"
"1210",2013,"MERCHANT"
"1211",2013,"TANKER"
"1212",2013,"Other"
"1213",2013,"MERCHANT"
"1214",2013,"TANKER"
"1215",2013,"Other"
"1216",2013,"BULK CARRIER"
"1217",2013,"FISHING"
"1218",2013,"TANKER"
"1219",2013,"Other"
"1220",2013,"Other"
"1221",2013,"Other"
"1222",2013,"TANKER"
"1223",2013,"TANKER"
"1224",2013,"TANKER"
"1225",2013,"TANKER"
"1226",2013,"Other"
"1227",2013,"BARGE"
"1228",2013,"TANKER"
"1229",2013,"FISHING"
"1230",2013,"SS/USS"
"1231",2013,"TANKER"
"1232",2013,"BULK CARRIER"
"1233",2013,"MERCHANT"
"1234",2013,"TANKER"
"1235",2013,"TANKER"
"1236",2013,"CONTAINER SHIP"
"1237",2013,"CARGO"
"1238",2013,"CONTAINER SHIP"
"1239",2013,"CONTAINER SHIP"
"1240",2013,"CARGO"
"1241",2013,"CONTAINER SHIP"
"1242",2013,"TANKER"
"1243",2013,"CARGO"
"1244",2013,"TANKER"
"1245",2013,"Other"
"1246",2013,"TANKER"
"1247",2013,"TANKER"
"1248",2013,"CARGO"
"1249",2013,"TANKER"
"1250",2013,"SS/USS"
"1251",2013,"Other"
"1252",2013,"TRAWLER"
"1253",2013,"SS/USS"
"1254",2013,"CARGO"
"1255",2013,"Other"
"1256",2013,"BULK CARRIER"
"1257",2013,"CARGO"
"1258",2013,"CARGO"
"1259",2013,"CARGO"
"1260",2013,"Other"
"1261",2013,"TANKER"
"1262",2013,"TANKER"
"1263",2013,"TANKER"
"1264",2013,"TANKER"
"1265",2013,"CONTAINER SHIP"
"1266",2012,"TANKER"
"1267",2012,"Other"
"1268",2012,"Other"
"1269",2012,"TANKER"
"1270",2012,"TANKER"
"1271",2012,"CARGO"
"1272",2012,"Other"
"1273",2012,"TANKER"
"1274",2012,"TANKER"
"1275",2012,"CARGO"
"1276",2012,"TRAWLER"
"1277",2012,"BARGE"
"1278",2012,"Other"
"1279",2012,"MERCHANT"
"1280",2012,"TANKER"
"1281",2012,"TANKER"
"1282",2012,"TANKER"
"1283",2012,"TANKER"
"1284",2012,"TANKER"
"1285",2012,"TANKER"
"1286",2012,"TANKER"
"1287",2012,"TANKER"
"1288",2012,"TANKER"
"1289",2012,"Other"
"1290",2012,"TANKER"
"1291",2012,"BARGE"
"1292",2012,"BARGE"
"1293",2012,"TANKER"
"1294",2012,"TANKER"
"1295",2012,"TANKER"
"1296",2012,"BULK CARRIER"
"1297",2012,"MERCHANT"
"1298",2012,"TANKER"
"1299",2012,"CONTAINER SHIP"
"1300",2012,"CONTAINER SHIP"
"1301",2012,"TANKER"
"1302",2012,"TANKER"
"1303",2012,"SS/USS"
"1304",2012,"Other"
"1305",2012,"Other"
"1306",2012,"TANKER"
"1307",2012,"TANKER"
"1308",2012,"CONTAINER SHIP"
"1309",2012,"TANKER"
"1310",2012,"BULK CARRIER"
"1311",2012,"TANKER"
"1312",2012,"TANKER"
"1313",2012,"TANKER"
"1314",2012,"TANKER"
"1315",2012,"CARGO"
"1316",2012,"TANKER"
"1317",2012,"TANKER"
"1318",2012,"TANKER"
"1319",2012,"CARGO"
"1320",2012,"Other"
"1321",2012,"TANKER"
"1322",2012,"BULK CARRIER"
"1323",2012,"CARGO"
"1324",2012,"Other"
"1325",2012,"TANKER"
"1326",2012,"CONTAINER SHIP"
"1327",2012,"Other"
"1328",2012,"CONTAINER SHIP"
"1329",2012,"CONTAINER SHIP"
"1330",2012,"BULK CARRIER"
"1331",2012,"TANKER"
"1332",2011,"TANKER"
"1333",2011,"CARGO"
"1334",2011,"TANKER"
"1335",2011,"TANKER"
"1336",2011,"TANKER"
"1337",2011,"TANKER"
"1338",2011,"BULK CARRIER"
"1339",2011,"TANKER"
"1340",2011,"TANKER"
"1341",2011,"TANKER"
"1342",2011,"CONTAINER SHIP"
"1343",2011,"TANKER"
"1344",2011,"CONTAINER SHIP"
"1345",2011,"CARGO"
"1346",2011,"TANKER"
"1347",2011,"TANKER"
"1348",2011,"TANKER"
"1349",2011,"TANKER"
"1350",2011,"TANKER"
"1351",2011,"TANKER"
"1352",2011,"TANKER"
"1353",2011,"TANKER"
"1354",2011,"TANKER"
"1355",2011,"TANKER"
"1356",2011,"MERCHANT"
"1357",2011,"CARGO"
"1358",2011,"CARGO"
"1359",2011,"TANKER"
"1360",2011,"TANKER"
"1361",2011,"MERCHANT"
"1362",2011,"CONTAINER SHIP"
"1363",2011,"TANKER"
"1364",2011,"TANKER"
"1365",2011,"TANKER"
"1366",2011,"Other"
"1367",2011,"TANKER"
"1368",2011,"TANKER"
"1369",2011,"Other"
"1370",2011,"TANKER"
"1371",2011,"TANKER"
"1372",2011,"TANKER"
"1373",2011,"Other"
"1374",2010,"TANKER"
"1375",2010,"CONTAINER SHIP"
"1376",2010,"CARGO"
"1377",2010,"TANKER"
"1378",2010,"Other"
"1379",2010,"CONTAINER SHIP"
"1380",2010,"TANKER"
"1381",2010,"BULK CARRIER"
"1382",2010,"CARGO"
"1383",2010,"Other"
"1384",2010,"CARGO"
"1385",2010,"CARGO"
"1386",2010,"MERCHANT"
"1387",2010,"TANKER"
"1388",2010,"Other"
"1389",2010,"Other"
"1390",2010,"BULK CARRIER"
"1391",2010,"CONTAINER SHIP"
"1392",2010,"CARGO"
"1393",2010,"CARGO"
"1394",2010,"BULK CARRIER"
"1395",2010,"TANKER"
"1396",2010,"TANKER"
"1397",2010,"CONTAINER SHIP"
"1398",2010,"TANKER"
"1399",2010,"Other"
"1400",2010,"TANKER"
"1401",2009,"BULK CARRIER"
"1402",2009,"TANKER"
"1403",2009,"CARGO"
"1404",2009,"CARGO"
"1405",2009,"Other"
"1406",2009,"CONTAINER SHIP"
"1407",2009,"Other"
"1408",2009,"TANKER"
"1409",2009,"BULK CARRIER"
"1410",2009,"BULK CARRIER"
"1411",2009,"BULK CARRIER"
"1412",2009,"TANKER"
"1413",2009,"TANKER"
"1414",2009,"FISHING"
"1415",2009,"Other"
"1416",2009,"CARGO"
"1417",2009,"Other"
"1418",2009,"TANKER"
"1419",2009,"TANKER"
"1420",2009,"CARGO"
"1421",2009,"CARGO"
"1422",2009,"BULK CARRIER"
"1423",2009,"TANKER"
"1424",2009,"Other"
"1425",2009,"TANKER"
"1426",2009,"BULK CARRIER"
"1427",2009,"BULK CARRIER"
"1428",2009,"BULK CARRIER"
"1429",2009,"CARGO"
"1430",2009,"TANKER"
"1431",2009,"CARGO"
"1432",2009,"MOTOR"
"1433",2009,"TANKER"
"1434",2009,"BULK CARRIER"
"1435",2009,"TANKER"
"1436",2009,"MOTOR"
"1437",2009,"MOTOR"
"1438",2009,"TANKER"
"1439",2009,"Other"
"1440",2009,"TANKER"
"1441",2009,"TANKER"
"1442",2009,"TANKER"
"1443",2009,"MOTOR"
"1444",2009,"FISHING"
"1445",2009,"TANKER"
"1446",2009,"CONTAINER SHIP"
"1447",2009,"CONTAINER SHIP"
"1448",2009,"Other"
"1449",2009,"BULK CARRIER"
"1450",2009,"BULK CARRIER"
"1451",2009,"BULK CARRIER"
"1452",2009,"TANKER"
"1453",2009,"BULK CARRIER"
"1454",2009,"TANKER"
"1455",2009,"Other"
"1456",2009,"TANKER"
"1457",2008,"TANKER"
"1458",2008,"TANKER"
"1459",2008,"TANKER"
"1460",2008,"TANKER"
"1461",2008,"TANKER"
"1462",2008,"CARGO"
"1463",2008,"CARGO"
"1464",2008,"CARGO"
"1465",2008,"Other"
"1466",2008,"CARGO"
"1467",2008,"TANKER"
"1468",2008,"TANKER"
"1469",2008,"Other"
"1470",2008,"Other"
"1471",2008,"TANKER"
"1472",2008,"Other"
"1473",2008,"TANKER"
"1474",2008,"Other"
"1475",2008,"CARGO"
"1476",2008,"CONTAINER SHIP"
"1477",2008,"CONTAINER SHIP"
"1478",2008,"TANKER"
"1479",2008,"Other"
"1480",2008,"Other"
"1481",2008,"Other"
"1482",2008,"Other"
"1483",2008,"CONTAINER SHIP"
"1484",2008,"CONTAINER SHIP"
"1485",2008,"Other"
"1486",2008,"Other"
"1487",2008,"TANKER"
"1488",2008,"TANKER"
"1489",2008,"Other"
"1490",2008,"Other"
"1491",2008,"Other"
"1492",2008,"TANKER"
"1493",2008,"Other"
"1494",2008,"SS/USS"
"1495",2008,"Other"
"1496",2008,"BULK CARRIER"
"1497",2008,"Other"
"1498",2008,"BULK CARRIER"
"1499",2008,"Other"
"1500",2008,"TANKER"
"1501",2008,"Other"
"1502",2008,"BULK CARRIER"
"1503",2008,"SS/USS"
"1504",2008,"Other"
"1505",2008,"Other"
"1506",2008,"FISHING"
"1507",2008,"Other"
"1508",2008,"Other"
"1509",2008,"Other"
"1510",2008,"TANKER"
"1511",2008,"CARGO"
"1512",2008,"TANKER"
"1513",2008,"Other"
"1514",2008,"Other"
"1515",2008,"Other"
"1516",2008,"CARGO"
"1517",2008,"Other"
"1518",2008,"TANKER"
"1519",2008,"CARGO"
"1520",2008,"Other"
"1521",2008,"BULK CARRIER"
"1522",2008,"TANKER"
"1523",2008,"CARGO"
"1524",2008,"TANKER"
"1525",2008,"Other"
"1526",2008,"Other"
"1527",2008,"SS/USS"
"1528",2008,"Other"
"1529",2008,"BULK CARRIER"
"1530",2008,"TANKER"
"1531",2008,"CARGO"
"1532",2008,"Other"
"1533",2008,"Other"
"1534",2008,"CONTAINER SHIP"
"1535",2008,"Other"
"1536",2008,"BULK CARRIER"
"1537",2008,"TANKER"
"1538",2008,"CARGO"
"1539",2008,"TANKER"
"1540",2008,"Other"
"1541",2008,"CARGO"
"1542",2008,"TANKER"
"1543",2008,"Other"
"1544",2008,"TANKER"
"1545",2008,"BULK CARRIER"
"1546",2008,"TANKER"
"1547",2007,"BULK CARRIER"
"1548",2007,"TANKER"
"1549",2007,"CONTAINER SHIP"
"1550",2007,"SS/USS"
"1551",2007,"TANKER"
"1552",2007,"Other"
"1553",2007,"BULK CARRIER"
"1554",2007,"BARGE"
"1555",2007,"BULK CARRIER"
"1556",2007,"BULK CARRIER"
"1557",2007,"TANKER"
"1558",2007,"CONTAINER SHIP"
"1559",2007,"TANKER"
"1560",2007,"Other"
"1561",2007,"Other"
"1562",2007,"TANKER"
"1563",2007,"Other"
"1564",2007,"Other"
"1565",2007,"TANKER"
"1566",2007,"Other"
"1567",2007,"TANKER"
"1568",2007,"CARGO"
"1569",2007,"TANKER"
"1570",2007,"MERCHANT"
"1571",2007,"MERCHANT"
"1572",2007,"MERCHANT"
"1573",2007,"MERCHANT"
"1574",2007,"MERCHANT"
"1575",2007,"MERCHANT"
"1576",2007,"MERCHANT"
"1577",2007,"MERCHANT"
"1578",2007,"MERCHANT"
"1579",2007,"MERCHANT"
"1580",2007,"MERCHANT"
"1581",2007,"MERCHANT"
"1582",2007,"MERCHANT"
"1583",2007,"MERCHANT"
"1584",2007,"MERCHANT"
"1585",2007,"Other"
"1586",2007,"MERCHANT"
"1587",2007,"MERCHANT"
"1588",2007,"MERCHANT"
"1589",2007,"Other"
"1590",2007,"Other"
"1591",2007,"MERCHANT"
"1592",2007,"MERCHANT"
"1593",2007,"MERCHANT"
"1594",2007,"MERCHANT"
"1595",2007,"Other"
"1596",2007,"MERCHANT"
"1597",2007,"Other"
"1598",2007,"MERCHANT"
"1599",2007,"Other"
"1600",2007,"MERCHANT"
"1601",2007,"Other"
"1602",2007,"MERCHANT"
"1603",2007,"Other"
"1604",2007,"MERCHANT"
"1605",2007,"MERCHANT"
"1606",2007,"Other"
"1607",2007,"MERCHANT"
"1608",2007,"MERCHANT"
"1609",2007,"Other"
"1610",2007,"MERCHANT"
"1611",2006,"MERCHANT"
"1612",2006,"MERCHANT"
"1613",2006,"MERCHANT"
"1614",2006,"MERCHANT"
"1615",2006,"MERCHANT"
"1616",2006,"Other"
"1617",2006,"Other"
"1618",2006,"MERCHANT"
"1619",2006,"MERCHANT"
"1620",2006,"MERCHANT"
"1621",2006,"Other"
"1622",2006,"MERCHANT"
"1623",2006,"MERCHANT"
"1624",2006,"MERCHANT"
"1625",2006,"MERCHANT"
"1626",2006,"MERCHANT"
"1627",2006,"Other"
"1628",2006,"MERCHANT"
"1629",2006,"MERCHANT"
"1630",2006,"MERCHANT"
"1631",2006,"MERCHANT"
"1632",2006,"MERCHANT"
"1633",2006,"MERCHANT"
"1634",2006,"MERCHANT"
"1635",2006,"MERCHANT"
"1636",2006,"MERCHANT"
"1637",2006,"MERCHANT"
"1638",2006,"MERCHANT"
"1639",2006,"MERCHANT"
"1640",2006,"MERCHANT"
"1641",2006,"MERCHANT"
"1642",2005,"MERCHANT"
"1643",2005,"MERCHANT"
"1644",2005,"FISHING"
"1645",2005,"MERCHANT"
"1646",2005,"MERCHANT"
"1647",2005,"MERCHANT"
"1648",2005,"MERCHANT"
"1649",2005,"MERCHANT"
"1650",2005,"MERCHANT"
"1651",2005,"MERCHANT"
"1652",2005,"MERCHANT"
"1653",2005,"MERCHANT"
"1654",2005,"MERCHANT"
"1655",2005,"MERCHANT"
"1656",2005,"MERCHANT"
"1657",2005,"MERCHANT"
"1658",2005,"MERCHANT"
"1659",2005,"MERCHANT"
"1660",2005,"MERCHANT"
"1661",2005,"MERCHANT"
"1662",2005,"MERCHANT"
"1663",2005,"MERCHANT"
"1664",2005,"MERCHANT"
"1665",2005,"MERCHANT"
"1666",2005,"MERCHANT"
"1667",2005,"MERCHANT"
"1668",2005,"MERCHANT"
"1669",2005,"MERCHANT"
"1670",2005,"MERCHANT"
"1671",2004,"MERCHANT"
"1672",2004,"MERCHANT"
"1673",2004,"MERCHANT"
"1674",2004,"MERCHANT"
"1675",2004,"MERCHANT"
"1676",2004,"MERCHANT"
"1677",2004,"MERCHANT"
"1678",2004,"MERCHANT"
"1679",2004,"MERCHANT"
"1680",2004,"MERCHANT"
"1681",2004,"MERCHANT"
"1682",2004,"MERCHANT"
"1683",2004,"MERCHANT"
"1684",2004,"MERCHANT"
"1685",2004,"MERCHANT"
"1686",2004,"MERCHANT"
"1687",2004,"MERCHANT"
"1688",2004,"MERCHANT"
"1689",2004,"MERCHANT"
"1690",2004,"MERCHANT"
"1691",2004,"MERCHANT"
"1692",2004,"MERCHANT"
"1693",2004,"MERCHANT"
"1694",2004,"MERCHANT"
"1695",2004,"MERCHANT"
"1696",2004,"MERCHANT"
"1697",2004,"MERCHANT"
"1698",2004,"Other"
"1699",2004,"MERCHANT"
"1700",2004,"MERCHANT"
"1701",2004,"MERCHANT"
"1702",2003,"MERCHANT"
"1703",2003,"MERCHANT"
"1704",2003,"MERCHANT"
"1705",2003,"MERCHANT"
"1706",2003,"MERCHANT"
"1707",2003,"MERCHANT"
"1708",2003,"MERCHANT"
"1709",2003,"MERCHANT"
"1710",2003,"MERCHANT"
"1711",2003,"MERCHANT"
"1712",2003,"MERCHANT"
"1713",2003,"MERCHANT"
"1714",2003,"MERCHANT"
"1715",2003,"MERCHANT"
"1716",2003,"MERCHANT"
"1717",2003,"MERCHANT"
"1718",2003,"MERCHANT"
"1719",2003,"MERCHANT"
"1720",2003,"MERCHANT"
"1721",2003,"MERCHANT"
"1722",2003,"MERCHANT"
"1723",2003,"MERCHANT"
"1724",2003,"MERCHANT"
"1725",2003,"MERCHANT"
"1726",2003,"MERCHANT"
"1727",2003,"MERCHANT"
"1728",2003,"MERCHANT"
"1729",2003,"MERCHANT"
"1730",2003,"MERCHANT"
"1731",2003,"MERCHANT"
"1732",2003,"MERCHANT"
"1733",2003,"MERCHANT"
"1734",2003,"MERCHANT"
"1735",2003,"MERCHANT"
"1736",2003,"MERCHANT"
"1737",2002,"MERCHANT"
"1738",2002,"MERCHANT"
"1739",2002,"FISHING"
"1740",2002,"MERCHANT"
"1741",2002,"MERCHANT"
"1742",2002,"Other"
"1743",2002,"MERCHANT"
"1744",2002,"MERCHANT"
"1745",2002,"MERCHANT"
"1746",2002,"MERCHANT"
"1747",2002,"MERCHANT"
"1748",2002,"MERCHANT"
"1749",2002,"MERCHANT"
"1750",2002,"MERCHANT"
"1751",2002,"MERCHANT"
"1752",2002,"MERCHANT"
"1753",2002,"MERCHANT"
"1754",2002,"MERCHANT"
"1755",2002,"MERCHANT"
"1756",2002,"MERCHANT"
"1757",2002,"MERCHANT"
"1758",2002,"MERCHANT"
"1759",2002,"MERCHANT"
"1760",2002,"MERCHANT"
"1761",2002,"MERCHANT"
"1762",2002,"MERCHANT"
"1763",2002,"MERCHANT"
"1764",2002,"MERCHANT"
"1765",2002,"MERCHANT"
"1766",2002,"MERCHANT"
"1767",2001,"MERCHANT"
"1768",2001,"MERCHANT"
"1769",2001,"MERCHANT"
"1770",2001,"MERCHANT"
"1771",2001,"MERCHANT"
"1772",2001,"MERCHANT"
"1773",2001,"MERCHANT"
"1774",2001,"MERCHANT"
"1775",2001,"MERCHANT"
"1776",2001,"MERCHANT"
"1777",2001,"MERCHANT"
"1778",2001,"MERCHANT"
"1779",2001,"MERCHANT"
"1780",2001,"MERCHANT"
"1781",2001,"MERCHANT"
"1782",2001,"MERCHANT"
"1783",2001,"MERCHANT"
"1784",2001,"MERCHANT"
"1785",2001,"MERCHANT"
"1786",2001,"MERCHANT"
"1787",2001,"MERCHANT"
"1788",2001,"MERCHANT"
"1789",2001,"Other"
"1790",2001,"MERCHANT"
"1791",2001,"MERCHANT"
"1792",2001,"MERCHANT"
"1793",2001,"MERCHANT"
"1794",2001,"MERCHANT"
"1795",2001,"MERCHANT"
"1796",2001,"MERCHANT"
"1797",2001,"MERCHANT"
"1798",2001,"MERCHANT"
"1799",2001,"MERCHANT"
"1800",2001,"MERCHANT"
"1801",2001,"MERCHANT"
"1802",2001,"Other"
"1803",2001,"MERCHANT"
"1804",2001,"MERCHANT"
"1805",2001,"MERCHANT"
"1806",2000,"MERCHANT"
"1807",2000,"Other"
"1808",2000,"MERCHANT"
"1809",2000,"Other"
"1810",2000,"Other"
"1811",2000,"MERCHANT"
"1812",2000,"MERCHANT"
"1813",2000,"MERCHANT"
"1814",2000,"Other"
"1815",2000,"Other"
"1816",2000,"Other"
"1817",2000,"Other"
"1818",2000,"Other"
"1819",2000,"Other"
"1820",2000,"MERCHANT"
"1821",2000,"MERCHANT"
"1822",2000,"FISHING"
"1823",2000,"MERCHANT"
"1824",2000,"Other"
"1825",2000,"MERCHANT"
"1826",2000,"MERCHANT"
"1827",2000,"MERCHANT"
"1828",2000,"MERCHANT"
"1829",2000,"Other"
"1830",2000,"MERCHANT"
"1831",2000,"Other"
"1832",2000,"Other"
"1833",2000,"Other"
"1834",2000,"Other"
"1835",2000,"Other"
"1836",2000,"Other"
"1837",2000,"MERCHANT"
"1838",1999,"Other"
"1839",1999,"Other"
"1840",1999,"Other"
"1841",1999,"MERCHANT"
"1842",1999,"Other"
"1843",1999,"Other"
"1844",1999,"Other"
"1845",1999,"Other"
"1846",1999,"Other"
"1847",1999,"Other"
"1848",1999,"Other"
"1849",1999,"MERCHANT"
"1850",1999,"Other"
"1851",1999,"Other"
"1852",1999,"Other"
"1853",1999,"Other"
"1854",1999,"Other"
"1855",1999,"Other"
"1856",1999,"Other"
"1857",1999,"Other"
"1858",1999,"Other"
"1859",1999,"Other"
"1860",1998,"Other"
"1861",1998,"Other"
"1862",1998,"Other"
"1863",1998,"Other"
"1864",1998,"Other"
"1865",1998,"MERCHANT"
"1866",1997,"CARGO"
"1867",1997,"Other"
"1868",1997,"MERCHANT"
"1869",1996,"MERCHANT"
"1870",1996,"MERCHANT"
"1871",1996,"MERCHANT"
"1872",1995,"MERCHANT"
"1873",1994,"MERCHANT"
"1874",1994,"MERCHANT"
"1875",1993,"Other"
"1876",1992,"MERCHANT"
"1877",1992,"MERCHANT"
"1878",1992,"MERCHANT"
"1879",1992,"MERCHANT"
"1880",1990,"MERCHANT"
"1881",1988,"Other"
"1882",1987,"Other"
"1883",1986,"Other"
"1884",1986,"Other"
"1885",1986,"Other"
"1886",1983,"MERCHANT"
"1887",2013,"TANKER"
"1888",2013,"FISHING"
"1889",2013,"CARGO"
"1890",2013,"Other"
"1891",2013,"CARGO"
"1892",2013,"CONTAINER SHIP"
"1893",2013,"MERCHANT"
"1894",2012,"Other"
"1895",2012,"FISHING"
"1896",2012,"FISHING"
"1897",2012,"MERCHANT"
"1898",2012,"MERCHANT"
"1899",2012,"CONTAINER SHIP"
"1900",2012,"CONTAINER SHIP"
"1901",2012,"TANKER"
"1902",2012,"BULK CARRIER"
"1903",2012,"TANKER"
"1904",2012,"Other"
"1905",2012,"FISHING"
"1906",2012,"TANKER"
"1907",2012,"FISHING"
"1908",2012,"CONTAINER SHIP"
"1909",2012,"MERCHANT"
"1910",2012,"TANKER"
